genre,length,title,release date,album name,artist name
"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",248093,Certified,2007-05-07,I Created Disco,Calvin Harris
"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",260880,Love Souvenir,2007-05-07,I Created Disco,Calvin Harris
"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",299813,Electro Man,2007-05-07,I Created Disco,Calvin Harris
"['dance pop', 'pop', 'rap']",231453,Get Up 10,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",262308,Drip (feat. Migos),2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",181623,Bickenhead,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",223712,Bodak Yellow,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",210787,Be Careful,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",284855,Best Life (feat. Chance The Rapper),2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",253390,I Like It,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",177139,Ring (feat. Kehlani),2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",229004,Money Bag,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",224284,Bartier Cardi (feat. 21 Savage),2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",230952,She Bad,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",188523,Thru Your Phone,2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'rap']",200205,I Do (feat. SZA),2018-04-06,Invasion of Privacy,Cardi B
"['dance pop', 'pop', 'post-teen pop']",223653,Up,2014-12-01,Demi (Deluxe),Demi Lovato
"['dance pop', 'pop']",157710,shut up,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",173710,34+35,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",167989,motive (with Doja Cat),2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",149900,just like magic,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",239949,off the table (with The Weeknd),2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",183874,six thirty,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",208457,safety net (feat. Ty Dolla $ign),2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",158436,my hair,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",200732,nasty,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",132278,west side,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",179860,love language,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",172324,positions,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",146958,obvious,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",201882,pov,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",76742,someone like u - interlude,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",122174,test drive,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",182437,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",124281,worst behavior,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",129080,main thing,2021-02-19,Positions (Deluxe),Ariana Grande
"['dance pop', 'pop']",193920,Problem,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",197266,One Last Time,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",211880,Why Try,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",233733,Best Mistake,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",217053,Be My Baby,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",253386,Break Your Heart Right Back,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",236133,Love Me Harder,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",232586,Just A Little Bit Of Your Heart,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",192226,Hands On Me,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",168520,My Everything,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",199320,Bang Bang,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",193986,Only 1,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",231746,You Don't Know Me,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",196186,One Last Time (Attends-Moi),2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",211520,Love Me Harder - Alex Ghenea Remix,2015-04-13,My Everything (Deluxe),Ariana Grande
"['dance pop', 'pop']",245120,One Last Time - Gazzo Remix,2015-04-13,My Everything (Deluxe),Ariana Grande
"['classic rock', 'glam rock', 'rock']",184115,"Tear It Up - Live At The O2, London, UK, 02/07/2018",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",306061,"Now I'm Here - Live At Summer Sonic, Tokyo, Japan, 2014",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",202557,"Another One Bites The Dust - Live At Summer Sonic, Tokyo, Japan, 2014",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",327389,"Fat Bottomed Girls - Live At The American Airlines Center, Dallas, USA, 2019",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",250048,"Don't Stop Me Now - Live At Rock In Rio, Lisbon, Portugal, 2016",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",213636,"I Want To Break Free - Live At Rock In Rio, Lisbon, Portugal, 2016",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",358866,"Somebody To Love - Live At The Isle Of Wight Festival, UK, 2016",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",257021,"Love Kills - The Ballad - Live At The iHeart Radio Theater, Los Angeles, USA, 2014",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",244691,"I Was Born To Love You - Live At Summer Sonic, Tokyo, Japan, 2014",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",225149,"Under Pressure - Live At Global Citizen Festival, New York, USA, 2019",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",280504,"Who Wants To Live Forever - Live At The Isle Of Wight Festival, UK, 2016",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",257788,"The Show Must Go On - Live At The O2, London, UK, 04/07/2018",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",253151,"Love Of My Life - Live At The O2, London, UK, 02/07/2018",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",140497,"Bohemian Rhapsody - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",263309,"Radio Ga Ga - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",65052,"Ay-Ohs - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",293790,"Hammer To Fall - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",243057,"Crazy Little Thing Called Love - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",149028,"We Will Rock You - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",276409,"We Are The Champions - Live At Fire Fight Australia, ANZ Stadium, Sydney, Australia, 2020",2020-10-02,Live Around The World (Deluxe),Queen
"['classic rock', 'glam rock', 'rock']",152760,It's A Beautiful Day,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",325333,Made In Heaven,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",285866,Let Me Live,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",286160,Mother Love,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",195400,My Life Has Been Saved,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",289773,I Was Born To Love You,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",336066,Heaven For Everyone,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",260133,Too Much Love Will Kill You,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",324800,You Don't Fool Me,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",229160,A Winter's Tale,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",181360,It's A Beautiful Day (Reprise),1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",4000,Yeah,1995-11-06,Made In Heaven,Queen
"['classic rock', 'glam rock', 'rock']",1352973,Untitled,1995-11-06,Made In Heaven,Queen
"['australian dance', 'australian pop', 'dance pop', 'pop']",206539,Santa's Coming for Us,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",212392,Candy Cane Lane,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",165900,Snowman,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",242864,Snowflake,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",205626,Ho Ho Ho,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",223362,Puppies Are Forever,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",205981,Sunshine,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",230196,Underneath the Mistletoe,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",203660,Everyday Is Christmas,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",216568,Underneath the Christmas Lights,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",149401,Round and Round,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",224516,Sing for My Life,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",204325,My Old Santa Claus,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",239077,Pin Drop,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",188551,Santa Visits Everyone,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",180275,Snowman - Slowed Down & Snowed In Remix,2021-11-05,Everyday Is Christmas (Snowman Deluxe Edition),Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",218280,The Fight,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",238466,Clap Your Hands,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",160426,Stop Trying,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",191186,You've Changed,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",236586,Be Good To Me,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",177520,Bring Night,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",206506,Hurting Me Now,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",213640,Never Gonna Leave Me,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",223386,Cloud,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",221320,I'm In Here,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",175413,The Co-Dependent,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",258120,Big Girl Little Girl,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",268586,Oh Father,2010-06-21,We Are Born,Sia
"['australian dance', 'australian pop', 'dance pop', 'pop']",227000,I'm In Here - Piano/Vocal Version,2010-06-21,We Are Born,Sia
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",211533,Naked,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",208426,All Night Long,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",186493,Mistakes,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",172733,Billboard,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",230346,Ritual,2012-01-01,Halcyon (Deluxe Version),Ellie Goulding
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",194720,Younger,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",196213,Back & Forth,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",201266,Hearts Ain't Gonna Lie,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",220400,What I Like About You,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",184573,I Wanna Dance,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",218333,Naked - Acoustic Poolside Mix / Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",212426,Fast Car - Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",184506,Fast Car - Pedro Carrilho Remix / Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",192720,Rise - Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",196613,Perfect Strangers - Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",182840,Perfect Strangers - CTS Remix / Bonus Track,2020-12-11,EST. 1989,Jonas Blue
"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",141204,Sad Boy (feat. Ava Max & Kylie Cantrall),2021-09-10,Sad Boy (feat. Ava Max & Kylie Cantrall),Jonas Blue
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",137735,C'est cuit (feat. Aya Nakamura & Swae Lee) - Major Lazer VIP Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",189181,"Diplomatico (feat. Guaynaa, Jowell & Randy, De La Ghetto) - Remix",2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",168648,Titans (feat. Sia & Labrinth) - Imanbek Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",144652,Hell and High Water (feat. Alessia Cara) - Utiliti Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",164317,QueLoQue (feat. Paloma Mami) - Duis Nulla & Noizekid Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",191287,Titans (feat. Sia & Labrinth) - Major Lazer VIP Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",232645,"Bam Bam (feat. French Montana, BEAM) - Logic1000 Remix",2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",209989,Oh My Gawd (feat. Nicki Minaj & K4mo) - Riton Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",167529,Lay Your Head On Me (feat. Marcus Mumford) - Joel Corry Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",180079,Can't Take It From Me (feat. Skip Marley) - Showtek Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",245252,Que Calor (with J Balvin & El Alfa) - La Fuente Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",161538,Jadi Buti (feat. Rashmeet Kaur) - Nucleya VIP Remix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",148000,C'est cuit (feat. Aya Nakamura & Swae Lee) - Diego Druck Radio Mix,2021-07-02,Music Is The Weapon (Remixes),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",233010,Be Together (feat. Wild Belle),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",207395,Too Original (feat. Elliphant & Jovi Rockwell),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",214916,Blaze up the Fire (feat. Chronixx),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",176561,Lean On (feat. MØ & DJ Snake),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",206327,Powerful (feat. Ellie Goulding & Tarrus Riley),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",198718,Light It Up (feat. Nyla),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",225999,Roll the Bass,2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",233333,"Night Riders (feat. Travi$ Scott, 2 Chainz, Pusha T & Mad Cobra)",2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",229750,All My Love (feat. Ariana Grande & Machel Montano) - Remix,2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",166138,Light It Up (feat. Nyla & Fuse ODG) - Remix,2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",186447,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",189349,Wave (feat. Kali Uchis),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",237653,Thunder & Lightning (feat. Gent & Jawns),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",195649,Lost (feat. MØ),2015-11-27,Peace Is the Mission (Extended Edition),Major Lazer
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",151173,Lie To Me,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",186953,Shapeshifter,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",162599,Slow Lie,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",214614,Somebody Else,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",176080,Rooting For You,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",143746,Like You,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",199746,Trust My Lonely,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",161880,Nintendo Game,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",181378,Drama Queen,2022-05-13,Liar Liar,Alessia Cara
"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",263693,Enter Sandman,2021-09-10,Enter Sandman,Alessia Cara
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",171359,Riptide,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",175163,High,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",202406,iPad,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",223967,Maradona,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",265812,Solo Mission,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",154541,Something Different,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",185522,I Love U,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",224668,If You're Serious,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",199920,Channel 1,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",219423,Testing,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",228800,In Too Deep,2014-12-08,Ty $,Ty Dolla $ign
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",204174,I Hope You Change Your Mind,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",273385,Cyanide,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",203061,Time Bomb,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",196021,The Fall,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",229928,Why Can't You Wait,2022-06-08,So Far So Good,The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",235093,Hope (feat. Winona Oak) - Nolan van Lith Remix,2019-02-01,Hope - Remixes (feat. Winona Oak),The Chainsmokers
"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",204613,Hope (feat. Winona Oak) - Parker Remix,2019-02-01,Hope - Remixes (feat. Winona Oak),The Chainsmokers
"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",161066,Consideration,2016-01-28,ANTI (Deluxe),Rihanna
"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",72080,James Joint,2016-01-28,ANTI (Deluxe),Rihanna
"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']",253080,Kiss It Better,2016-01-28,ANTI (Deluxe),Rihanna
